apellidosnombre;;;edad;;;procedencia;;;oficio;;;lugarfallecimiento;;;fechafallecimiento
Salinas García, Antonio;;;19;;;Gallur (Zaragoza);;;-;;;Gusen;;;11 de enero de 1942
Salinas Lizarrondo, Juan;;;32;;;Mogán-Puerto Rico (Gran Canaria);;;-;;;Gusen (Austria);;;4 de diciembre de 1941
Salinas, Manuel;;;35;;;Madrid;;;-;;;Aurigny ?;;;22 de febrero de 1942
Salisa Villalba, José;;;47;;;Barcelona;;;-;;;Gusen;;;17 de agosto de 1941
Salles Oliveras, Juan;;;38;;;Manresa (Barcelona);;;-;;;Mauthausen;;;31 de marzo de 1942
Salmerón Peral, Antonio;;;22;;;Ferreira (Granada);;;-;;;Gusen;;;17 de agosto de 1941
Saló Gómez, Antonio;;;34;;;Bolbaite (Valencia);;;-;;;Gusen;;;12 de enero de 1942
Saludas, Lorenzo;;;22;;;Tella-Sin - Sin (Huesca);;;-;;;Flossenbürg;;;20 de mayo de 1944
Salvadó Sabaté, Emiliano;;;35;;;Gandesa (Tarragona);;;-;;;Gusen;;;10 de julio de 1942
Salvador Cavero, Alejandro;;;26;;;Pina de Ebro (Zaragoza);;;-;;;Gusen;;;2 de noviembre de 1941
Salvador Grande, Ángel;;;31;;;Navas del  Marqués (Las (Ávila);;;-;;;Hartheim;;;16 de octubre de 1942
Salvador Martí, Manuel;;;47;;;Tortosa (Tarragona);;;-;;;Gusen;;;06.101941
Salvadores Verdasco, Manuel;;;22;;;Madrid;;;-;;;Hartheim;;;9 de febrero de 1942
Samper Inglés, Antonio;;;33;;;Arnes (Tarragona);;;-;;;Gusen;;;23 de diciembre de 1941
Sampietro Alegre, Simón;;;46;;;Ontiñena (Huesca);;;-;;;Gusen;;;18 de octubre de 1942
Samprón Cereijo, Eduardo;;;33;;;Villasinde-Vega de Valcarce (León);;;-;;;Gusen (Austria);;;26 de octubre de 1941
San Emeterio Martínez, Jesús;;;32;;;Solares-Medio Cudeyo  (Cantabria);;;-;;;Hartheim;;;24 de septiembre de 1941
San José Martín, Angel;;;25;;;Madrid;;;-;;;Hartheim;;;23 de septiembre de 1941
San Julián Valero, Manuel;;;30;;;Torralba (Cuenca);;;-;;;Gusen;;;16 de junio de 1941
San Martín Balduque, Manuel;;;54;;;Valencia;;;-;;;Dachau;;;12 de febrero de 1945
San Miguel Prada, Victor;;;28;;;A Coruña;;;-;;;Gusen;;;10 de enero de 1942
San Vicente, Ambrosio;;;42;;;Vitoria/Gasteiz (Alava/Araba);;;-;;;Flossenbürg (Alemania) - desaparecido;;;00
Sanagustín Prior, Faustino;;;31;;;Almuniente (Huesca);;;-;;;Gusen;;;16 de noviembre de 1941
Sanahuja Nadal, José;;;48;;;L&#039;Espluga de Francolí  (Tarragona);;;-;;;Gusen - Campo de concentración (Austria);;;21 de octubre de 1941
Sanandrés Díaz, Santos;;;39;;;Herrera del Duque  (Badajoz);;;-;;;Gusen;;;8 de diciembre de 1941
Sanantonio García, Toribio;;;36;;;Arbancón;;;-;;;Gusen;;;14 de septiembre de 1941
Sánchez Abela, Aurelio;;;39;;;Sevilla;;;-;;;Hartheim (Austria);;;28 de septiembre de 1941
Sánchez Azaña, Félix;;;27;;;Menasalbas (Toledo);;;-;;;Gusen (Austria);;;30 de abril de 1942
Sánchez Bardera, Ceferino;;;35;;;Pedro Bernardo (Ávila);;;-;;;Gusen;;;30 de noviembre de 1941
Sánchez Bardera, Juan;;;32;;;Pedro Bernardo (Ávila);;;-;;;Gusen;;;17 de noviembre de 1941
Sánchez Cadavieco, Alfonso;;;31;;;Villaviciosa (Asturias);;;-;;;Gusen (Austria) ;;;4 de octubre de 1941
Sánchez Cañas, Angel;;;43;;;Águilas (Murcia);;;-;;;Hartheim;;;28 de septiembre de 1941
Sánchez Castell, Cirilo;;;29;;;Fuente Palmera;;;-;;;Gusen;;;26 de noviembre de 1941
Sánchez Castro, Manuel;;;36;;;La Zubia (Granada);;;-;;;Gusen;;;4 de diciembre de 1941
Sánchez Clemente, Diego;;;29;;;Mazarrón (Murcia);;;-;;;Gusen (campo exterminio) Austria;;;6 de noviembre de 1941
Sánchez Cubillas, Diego;;;45;;;Cantoria (Almería);;;-;;;Gusen;;;12 de diciembre de 1941
Sánchez del Olmo, Gregorio;;;21;;;La Peraleja (Cuenca);;;-;;;Gusen;;;20 de diciembre de 1941
Sánchez Delgado, José;;;0;;;Jaén;;;-;;;Gusen (Austria);;;25 de diciembre de 1941
Sánchez Díaz, Diego;;;38;;;Tabernas (Almería);;;-;;;Gusen;;;6 de septiembre de 1941
Sánchez Escribano, Joaquín;;;25;;;Alcaudete (Jaén);;;-;;;HersBruck;;;26 de febrero de 1945
Sánchez Falcón, José;;;37;;;Cazalla de la Sierra (Sevilla);;;-;;;Mauthausen;;;17 de julio de 1942
Sánchez Fernández, Juan;;;45;;;Barraco, El (Avila);;;-;;;Dora (Alemania) - desaparecido ?;;;00
Sánchez Flores, Gregorio;;;32;;;Santorcaz (Madrid);;;-;;;Gusen;;;3 de enero de 1942
Sánchez Francés, Joaquin;;;34;;;Llanera de Ranes (Valencia);;;-;;;Gusen;;;31 de diciembre de 1941
Sánchez Fuertes, Bernabé;;;41;;;Albalat de la Ribera (Valencia);;;-;;;Gusen;;;20 de septiembre de 1941
Sánchez Galera, Francisco;;;36;;;Sorbas (Almería);;;-;;;Gusen;;;29 de noviembre de 1941
Sánchez Gallego, Viviano;;;23;;;La Granjuela (Córdoba);;;-;;;Gusen;;;28 de noviembre de 1941
Sánchez García, Ángel;;;32;;;Fuente Obejuna (Córdoba);;;-;;;Gusen;;;7 de diciembre de 1941
Sánchez García, Francisco;;;22;;;Vélez-Rubio (Almería);;;-;;;Gusen;;;5 de abril de 1941
Sánchez García, Manuel;;;28;;;Peraleda de la Mata (Cáceres);;;-;;;Gusen;;;31 de octubre de 41
Sánchez García, Miguel;;;33;;;Lorca (Murcia);;;-;;;Hartheim;;;26 de septiembre de 1941
Sánchez Garijo, Antonio;;;28;;;Blanca (Murcia);;;-;;;Hartheim;;;22 de septiembre de 1941
Sánchez Gómez, Antonio;;;25;;;Mengíbar (Jaén);;;-;;;Gusen;;;16 de octubre de 1941
Sánchez Gómez, Justo;;;23;;;Parrillas (Toledo);;;-;;;Gusen (Austria);;;11 de enero de 1942
Sánchez González, Wenceslao;;;26;;;Puebla de Don Fadrique (Granada);;;-;;;Mauthausen;;;23 de noviembre de 1941
Sánchez Grau, Agustín;;;31;;;Flix (Tarragona);;;-;;;Mauthausen;;;19 de octubre de 1941
Sánchez Gutiérrez, Alfredo;;;40;;;La Robla (León);;;-;;;Mauthausen (Austria);;;22 de abril de 1943
Sánchez Heredia, Juan;;;48;;;Mazarrón (Murcia);;;-;;;Mauthausen - campo exterminio nazi - Austria;;;9 de mayo de 1942
Sánchez Hernández, Mariano;;;36;;;Madrid;;;-;;;Mauthausen;;;18 de octubre de 1944
Sánchez Inglabaga, Juan;;;36;;;Barcelona;;;-;;;Gusen;;;11 de noviembre de 1941
Sánchez Izquierdo, Benito;;;41;;;Neila de San iguel (Ávila);;;-;;;Gusen;;;31 de agosto de 1941
Sánchez Leorden (?), José;;;22;;;Barcelona;;;-;;;Mauthausen;;;20 de julio de 1943
Sánchez Llaneza, José;;;36;;;Mieres (Asturias);;;-;;;Gusen (Austria) ;;;12 de diciembre de 1941
Sánchez López, Eusebio;;;51;;;Cartagena (Murcia);;;-;;;Gusen (campo exterminio) Austria;;;17 de abril de 1941
Sánchez López, Francisco;;;35;;;Posadas (Córdoba);;;-;;;Gusen;;;9 de enero de 1942
Sánchez López, José;;;36;;;La Nava de Ricomalillo;;;-;;;Gusen (Austria);;;9 de agosto de 1941
Sánchez López, José Manuel;;;28;;;Grado (Asturias);;;-;;;Gusen (Austria);;;18 de noviembre de 1942
Sánchez López, Manuel;;;30;;;Valencia del Ventoso (Badajoz);;;-;;;Gusen;;;11 de noviembre de 1941
Sánchez López, Marcos;;;33;;;Aldeanueva de San Bartolomé (Toledo);;;-;;;Gusen (Austria);;;11 de noviembre de 1941
Sánchez López, Miguel;;;27;;;Benimar-Berja (Almería);;;-;;;Gusen;;;27 de septiembre de 1944
Sánchez Marín, Andrés;;;27;;;Valdepeñas (Ciudad Real);;;-;;;Mauthausen;;;16 de diciembre de 1940
Sánchez Márquez, Martín;;;24;;;Madrid;;;-;;;Gusen;;;5 de marzo de 1942
Sánchez Martín, Andrés;;;31;;;Parrillas (Toledo);;;-;;;Gusen (Austria);;;31 de diciembre de 1941
Sánchez Martín, Manuel;;;34;;;Albolote (Granada);;;-;;;Gusen;;;12 de diciembre de 1941
Sánchez Martín, Victoriano;;;31;;;Camarena (Toledo);;;-;;;Gusen (Austria);;;8 de noviembre de 1941
Sánchez Martínez, Diego;;;25;;;Cortes de Baza (Granada);;;-;;;Gusen;;;9 de enero de 1942
Sánchez Martínez, José;;;41;;;Santo Domingo de Moya-Moya (Cuenca);;;-;;;Gusen;;;28 de julio de 1941
Sánchez Martínez, José;;;28;;;Moratalla (Murcia);;;-;;;Gusen (campo exterminio) Austria;;;1 de diciembre de 1941
Sánchez Martínez, Juan;;;23;;;Terque (Almería);;;-;;;Hartheim;;;9 de febrero de 1942
Sánchez Martínez, Laureano;;;33;;;Solanillos del Extremo (Guadalajara);;;-;;;Hartheim;;;29 de septiembre de 1941
Sánchez Martos, Manuel;;;20;;;Oria (Almería);;;-;;;Gusen;;;5 de noviembre de 1942
Sánchez Medina, Miguel;;;27;;;Mengíbar (Jaén);;;-;;;Gusen;;;12 de enero de 1942
Sánchez Mendoza, Rafael;;;28;;;Lora del Río (Sevilla);;;-;;;Gusen;;;13 de marzo de 1942
Sánchez Molina, Juan;;;23;;;Bélmez (Córodoba);;;-;;;Gusen;;;24 de diciembre de 1941
Sánchez Molina, Ramiro;;;41;;;Cartagena (Murcia);;;-;;;Gusen (campo exterminio) Austria;;;4 de noviembre de 1941
Sánchez Montoro, Salvador;;;23;;;Barcelona;;;-;;;Gusen;;;29 de noviembre de 1941
Sánchez Mora, Antonio;;;34;;;Puerto Lumbreras (Murcia);;;-;;;Gusen (campo exterminio) Austria;;;24 de diciembre de 1941
Sánchez Morales, Pedro;;;37;;;Cehegín (Murcia);;;-;;;Gusen (campo exterminio) Austria;;;23 de noviembre de 1941
Sánchez Moreno, Victoriano;;;33;;;Alovera (Guadalajara);;;-;;;Gusen;;;5 de marzo de 1942
Sánchez Muñoz, Pedro;;;42;;;Ardales (Málaga);;;-;;;Gusen;;;27 de septiembre de 1941
Sánchez Nieto, Joaquín;;;28;;;Portman-La Unión (Murcia);;;-;;;Gusen (campo exterminio) Austria;;;4 de mayo de 1941
Sánchez Noguerón, Francisco;;;24;;;Montealegre del Castillo (Albacete);;;-;;;Gusen;;;10 de diciembre de 1941
Sánchez Noguerón, José;;;27;;;Montealegre del Castillo (Albacete);;;-;;;Gusen;;;20 de diciembre de 1941
Sánchez Oliva, José;;;30;;;Murcia;;;-;;;Hartheim (Austria);;;22 de septiembre de 1941
Sánchez Ortiz, Diego;;;49;;;Ojén (Málaga);;;-;;;Gusen;;;27 de mayo de 1941
Sánchez Ortiz, Marino;;;28;;;Campo de Criptana (Ciudad Real);;;-;;;Gusen;;;13 de enero de 1942
Sánchez Pardo, José;;;25;;;Valladolid;;;-;;;Gusen (Austria);;;11 de julio de 1942
Sánchez París, Agustín;;;33;;;Santa Cruz de la Zarza (Toledo);;;-;;;Gusen (Austria);;;25 de noviembre de 1941
Sánchez Perea, José;;;27;;;Ocaña (Toledo);;;-;;;Hartheim ;;;9 de febrero de 1942
Sánchez Pérez, Aurelio;;;37;;;Villanueva de San Mancio (Valladolid);;;-;;;Gusen (Austria);;;11 de noviembre de 1941
Sánchez Pérez, Ramón;;;43;;;Motril (Granada);;;-;;;Gusen;;;14 de noviembre de 1941
Sánchez Ralda, José;;;37;;;Godall (Tarragona);;;-;;;Gusen;;;1 de noviembre de 1941
Sánchez Ramos, José;;;40;;;Calasparra (Murcia);;;-;;;Gusen (campo exterminio) Austria;;;16 de enero de 1942
Sánchez Rivera, Eduardo;;;21;;;Barcelona;;;-;;;Gusen;;;17 de febrero de 1941
Sánchez Rivera, Eugenio;;;37;;;Fuente Obejuna;;;-;;;Hartheim;;;29 de septiembre de 1941
Sánchez Robles, Diego;;;25;;;Mengíbar (Jaén);;;-;;;Mauthausen;;;15 de marzo de 1941
Sánchez Rodríguez, José;;;48;;;Arcos de la Frontera (Cádiz);;;-;;;Gusen (Austria);;;2 de junio de 1941
Sánchez Ruis, Antonio;;;35;;;Madrid;;;-;;;Mauthausen;;;16 de mayo de 1942
Sánchez Sánchez, Andrés;;;22;;;Madrid;;;-;;;Gusen;;;23 de diciembre de 1941
Sánchez Santana, Marías;;;59;;;Las Palmas de Gran Canaria;;;-;;;Gusen (Austria);;;31 de julio de 1941
Sánchez Santos, Juan;;;23;;;Villanueva de la Serena (Badajoz);;;-;;;Gusen;;;17 de noviembre de 1941
Sánchez Soria, Francisco;;;30;;;Moratalla (Murcia);;;-;;;Gusen (campo exterminio) Austria;;;23 de agosto de 1942
Sánchez Suárez, Enrique;;;27;;;La Felguera (Asturias);;;-;;;Gusen (Austria) ;;;5 de marzo de 1942
Sánchez Tocalón, Gaietà;;;29;;;Girona;;;-;;;Mauthausen - Alemania  - campo nazi;;;2 de febrero de 1942
Sánchez Valero, Avelino;;;25;;;Fuentealbilla (Albacete);;;-;;;Gusen;;;24 de diciembre de 1941
Sánchez Zambrana, Andrés;;;31;;;Algeciras (Cádiz);;;-;;;Gusen (Austria);;;27 de enero de 1942
Sánchez, David;;;25;;;Guadalupe (Cáceres);;;-;;;Flossenbürg;;;10 de enero de 1945
Sanchis Conca, Juan Bautista;;;22;;;Callosa d&#039;En Sarrià (Alicante/Alacant);;;-;;;Lublin-Majdanek - campo nazi (Polonia);;;18 de febrero de 1944
Sanchíz Pardos, Enrique;;;29;;;Barcelona;;;-;;;Hartheim;;;2 de febrero de 1942
Sancho García, Antonio;;;29;;;Alacant/Alicante;;;-;;;Gusen - campo nazi (Austria);;;16 de enero de 1942
Sancho Gracia, Fernando;;;45;;;Cucalón (Teruel);;;Alcalde de Almonacid;;;Gusen;;;2 de noviembre de 1941
Sancho Sánchez, Pascual;;;28;;;Ablanque (Guadalajara);;;-;;;Gusen;;;10 de enero de 1942
Sanfulgencio Donderis, Agustín;;;33;;;Valencia;;;-;;;Gusen;;;17 de noviembre de 1942
Sangüesa Tena, Graciano;;;38;;;Benassal (Castellón/Castelló);;;-;;;Mauthausen;;;18 de enero de 1943
Sánhez Botella, Roman;;;44;;;Monóvar (Alacant);;;-;;;Gusen;;;24 de enero de 1945
Sanjuán Clavería,Ricardo;;;43;;;Ballobar (Huesca);;;-;;;Gusen;;;13 de agosto de 1941
Sanjuan Cuco, José;;;30;;;Almenar (Lleida);;;-;;;Gusen;;;7 de noviembre de 1941
Sanjuán Guzmán, Manuel;;;41;;;Salamanca;;;-;;;Gusen (Austria);;;20 de enero de 1942
Sanjuan Vargas, Alberto;;;40;;;Grijota (Palencia);;;-;;;Gusen (Austria);;;10 de febrero de 1941
Sanmartín Abilleira, Urbano;;;39;;;Mourente-Pontevedra;;;-;;;Gusen (Austria);;;24 de noviembre de 1941
Sans Capdevila, Santiago;;;23;;;Bellvís (Lleida);;;-;;;Gusen;;;21 de septiembre de 1944
Sans García, Salvador;;;24;;;Villanueva de Castellón (Valencia);;;-;;;Gusen;;;11 de diciembre de 1941
Sans Sansa, José;;;30;;;La Seu d´Urgell ;;;-;;;Gusen;;;4 de enero de 1942
Sans Tartera, Manuel;;;27;;;Sant Feliu de Codines (Barcelona);;;-;;;Gusen;;;9 de diciembre de 1941
Sansiñena Iribarren, Felipe;;;41;;;Echalar/Etxalar ;;;-;;;Hamburg (Alemania);;;28 de enero de 1945
Santa Ana Domínguez, Pedro;;;45;;;Las Palmas de Gran Canaria;;;-;;;Gusen (Austria);;;20 de agosto de 1941
Santafé Castro, Ramón;;;24;;;Castillazuelo (Huesca);;;-;;;Hartheim;;;29 de septiembre de 1941
Santaliestra Ortigosa, Ramón;;;33;;;Barcelona;;;-;;;Gusen;;;30 de noviembre de 1941
Santamaría Ocaña, José;;;26;;;Madrid;;;-;;;Gusen;;;11 de febrero de 1941
Santamaría Tortosa, Francisco;;;41;;;Ontinyent (Valencia);;;-;;;Gusen;;;5 de marzo de 1942
Santana Martín, Miguel;;;39;;;Las Palmas de Gran Canaria;;;-;;;Gusen (Austria);;;28 de enero de 1942
Santana Pérez, Francisco;;;52;;;Las Palmas;;;-;;;Hartheim (Alemania);;;26 de septiembre de 1941
Santandreu Tort, Carlos;;;35;;;Berga (Barcelona);;;-;;;Gusen;;;8 de noviembre de 1941
Santaularia Peña, Julián;;;30;;;Barcelona;;;-;;;Gusen;;;30 de diciembre de 1941
Santiago Hinojosa, Emilio;;;27;;;Granja de Torrehermosa (Badajoz);;;-;;;Gusen;;;8 de enero de 1941
Santiago Huete, Juan;;;34;;;Valdeolivas (Cuenca);;;-;;;Gusen;;;4 de diciembre de 1941
Santín Aira, Balbino;;;32;;;As Nogais-Sebras (Lugo);;;-;;;Gusen (Austria);;;10 de diciembre de 1941
Santolaria Capablo, Francisco;;;26;;;Fiscal (Huesca);;;-;;;Gusen;;;29 de enero de 1942
Santos Alonso, Jesús;;;22;;;Madrid;;;-;;;Rotenburg (Alemania);;;18 de junio de 1945
Santos Alonso, Miguel;;;29;;;Madrid;;;-;;;Bahía de Lübeck - Buque Neustadt;;;3 de mayo de 1945
Santos Giménez, Gervasio;;;40;;;Guadarrama (Madrid);;;-;;;Gusen (campo exterminio) Austria;;;2 de noviembre de 1941
Santos Manzanares, Bautista;;;39;;;Fuente de Pedro Naharro (Cuenca);;;-;;;Gusen;;;14 de julio de 1941
Santuy Martínez, Eugenio;;;38;;;Horna ;;;-;;;Gusen;;;12 de septiembre de 1941
Santy Ramos, Antonio;;;53;;;Campamento-San Roque (Cádiz);;;-;;;Gusen;;;8 de abril de 1941
Sanz Gómez, Teodoro;;;28;;;Pina de Ebro (Zaragoza);;;-;;;Gusen;;;25 de octubre de 1941
Sanz Mateo, Marcelino;;;47;;;Alcorisa (Teruel);;;-;;;Gusen;;;29 de julio de 1941
Sanz Montano, Teodoro;;;42;;;Peñafiel (Valladolid);;;-;;;Mauthausen;;;14 de octubre de 1942 
Sanz Sanz, Amador;;;28;;;Valsalobre (Cuenca);;;-;;;Gusen;;;9 de enero de 1941
Sanz Sanz, Marcelo;;;32;;;Manzanares el Real (Madrid);;;-;;;Hartheim;;;16 de octubre de 142
Sanz Vázquez, Francisco;;;28;;;Madrid;;;-;;;Gusen;;;10 de abril de 1942
Sarabia Galiano, Ramon;;;30;;;Cartagena (Murcia);;;-;;;Gusen (campo exterminio) Austria;;;22 de agosto de 1941
Sarabia Vázquez, José Antonio;;;28;;;Berlanga (Badajoz);;;-;;;Gusen (Austria);;;18 de febrero de 1942
Sarasa Añaños, Valeriano;;;38;;;Ayerbe (Huesca);;;-;;;Gusen;;;24 de julio de 1941
Sarate Laplana, Roberto;;;54;;;Huesca;;;-;;;Dachau (Alemania);;;23 de enero de 1945
Sardá Cánovas, Lázaro;;;23;;;Málaga (Málaga);;;-;;;Hartheim;;;2 de febrero de 1942
Sari May, José;;;39;;;Lleida;;;-;;;Gusen (Austria);;;9 de octubre de 1941
Sariñena Esparrey, Francisco;;;27;;;Barcelona;;;-;;;Gusen;;;21 de agosto de 1941
Sariñena Esparrey, José;;;25;;;Barcelona;;;-;;;Gusen;;;30 de febrero de 1942
Sariñena Esparrey, Manuel;;;26;;;Barcelona;;;-;;;Gusen;;;2 de septiembre de 1941
Sarlé Graell, Ramón;;;28;;;El Soleràs (Lleida);;;-;;;Hartheim;;;29 de septiembre de 1941
Sarradell Casanova, Pedro;;;28;;;Figols i Alinyà - Figols ( Lleida );;;-;;;Gusen;;;25 de diciembre de 1942
Sárraga Hueso, Rafael de;;;29;;;Barcelona;;;-;;;Gusen;;;22 de diciembre de 1941
Sarrau Guardiola, Antonio;;;29;;;Fraga (Huesca);;;-;;;Gusen;;;4 de mayo de 1941
Sarrien España, Armando;;;24;;;Bausen (Lleida);;;-;;;Neuengamme;;;25 de febrero de 1945
Sarriol Castella, Ramón;;;40;;;Sant Fost de Campsentelles (Barcelona);;;-;;;Gusen;;;1 de enero de 1942
Sarrión López, Blas;;;42;;;Elche de la Sierra (Albacete);;;-;;;Gusen;;;21 de septiembre de 1941
Sarroca Papaseit, Blas;;;48;;;Benissanet (Tarragona);;;-;;;Gusen;;;29 de octubre de 1941
Sarroca Vitrà, Juan;;;22;;;Almenar (Lleida);;;-;;;Gusen;;;5 de mayo de 1942
Sas Llop, Francisco;;;29;;;La Palma d´Ebre (Tarragona);;;-;;;Gusen;;;8 de noviembre de 1941
Sastre Sánchez, Francisco;;;31;;;Miravet (Tarragona);;;-;;;Gusen;;;10 de diciembre de 1941
Saumell Tort, Simón;;;29;;;Capellades ;;;-;;;Gusen;;;17 de abril de 1941
Saura Benages, Remigio;;;38;;;L&#039;Hospitalet de Ll. (Bcn) - nacido en Linares de Mora (Teruel);;;Jornalero;;;Gusen (Austria) - campo de exterminio nazi;;;1 de octubre de 1941 - 30
Saura Marco, Josep;;;27;;;L&#039;Hospitalet de Ll. (Bcn) - nacido en Borriana (Castellón/Castelló);;;Ladrillero;;;Gusen (Austria) - campo de exterminio nazi;;;5 de febrero de 1942 - 30
Saura Moll, Rafael;;;35;;;Maó (Menorca);;;-;;;Gusen (Austria);;;27 de octubre de 1942
Saura Oliva, José;;;41;;;Eresué-Sahún (Huesca);;;-;;;Gusen;;;7 de octubre de 1941
Saura Tomás, Guillermo;;;46;;;Murcia;;;-;;;Gusen (Austria);;;7 de noviembre de 1941
Saus Pérez, Gerónimo;;;43;;;Cartagena (Murcia);;;-;;;Gusen (campo exterminio) Austria;;;16 de mayo de 1941
Sayós Baulenas, Antonio;;;31;;;Balenyà (Barcelona);;;-;;;Gusen (Austria);;;24 de diciembre de 1941
Sebastián Clemente, Joaquín;;;26;;;Aguaviva (Teruel);;;-;;;Gusen;;;20 de diciembre de 1941
Sebastián Martínez, Angel;;;35;;;Valencia;;;-;;;Gusen;;;16 de diciembre de 1941
Sebastián Muñoz, José;;;35;;;Aguaviva (Teruel);;;-;;;Gusen;;;29 de diciembre de 1941
Sedó Cabré, José;;;34;;;Bellmunt del Priorat (Tarragona);;;-;;;Gusen;;;1 de noviembre de 1941
Segovia Toledo, Francisco;;;31;;;San Clemente (Cuenca);;;-;;;Hartheim;;;18 de diciembre de 1941
Segués Boncompte, Pablo;;;22;;;Almenar (Lleida);;;-;;;Gusen;;;16 de noviembre de 1941
Seguí Folch, José María;;;24;;;Constantí (Tarragona);;;-;;;Hartheim;;;29 de septiembre de 1941
Seguí García, Fernando;;;35;;;Bellreguard (Valencia);;;-;;;Gusen;;;15 de agosto de 1941
Seguí Saval, Jaime;;;24;;;Callosa d&#039;En Sarrià (Alicante);;;-;;;Gusen (Austria);;;22 de marzo de 1942
Seguido Redondo, Fortunato;;;29;;;Tembleque (Toledo);;;-;;;Gusen (Austria);;;14 de noviembre de 1941
Seguín Lagos, Manuel;;;33;;;Los Yébenes;;;-;;;Gusen (Austria);;;8 de noviembre de 1941
Segura Martínez, Antonio;;;24;;;Lorca (Murcia);;;-;;;Gusen (campo exterminio) Austria;;;27 de agosto de 1942
Segura Sedó, Francisco;;;29;;;Tortosa (Tarragona);;;-;;;Gusen;;;17 de febrero de 1942
Seijas Aller, José;;;34;;;Castro ? (A Coruña);;;-;;;Gusen (Austria);;;28 de noviembre de 1941
Seijas Insúa, José;;;32;;;Carral (A Coruña);;;-;;;Gusen (Austria);;;6 de julio de 1942
Selles, Vicente;;;24;;;Alacant/Alicante;;;-;;;Buchenwald - campo nazi;;;9 de enero de 1945
Senar Burón, Miguel;;;41;;;Belver de Cinca (Huesca);;;-;;;Gusen;;;29 de noviembre de 1941
Sendra Escribá, Vicente;;;31;;;Pego (Alicante/Alacant);;;-;;;Gusen;;;20 de octubre de 1941
Sendra Ferre, José;;;40;;;Santa Coloma de Queralt (Tarragona);;;-;;;Mauthausen;;;8 de noviembre de 1941
Sendra Morell, Andrés;;;33;;;Pego (Alacant);;;-;;;Gusen;;;19 de noviembre de 1941
Sendra Sendra, Carlos;;;37;;;Pego (Alcant);;;-;;;Gusen;;;5 de octubre de 1941
Sentis Valenti, Juan;;;35;;;Bràfim (Tarragona);;;-;;;Gusen;;;15 de julio de 1942
Sepúlveda Beaumud, Angel;;;39;;;Campo de Criptana (Ciudad Real);;;-;;;Gusen (Austria);;;12 de septiembre de 1941
Sepúlveda Garrido, Cándido;;;25;;;Salobre (Albacete);;;-;;;Gusen;;;6 de diciembre de 1941
Sepúlveda Rueda, Antonio;;;28;;;Málaga ;;;-;;;Gusen;;;14 de enero de 1942
Serra Bru, Miguel;;;28;;;Cabacés (Tarragona);;;-;;;Gusen;;;2 de enero de 1942
Serra Castella, Francisco;;;35;;;Sant Carles de la Rápita (Tarragona);;;-;;;Gusen;;;3 de enero de 1942
Serra Gene, Ramón;;;55;;;Puig-reig (Barcelona);;;-;;;Hartheim;;;26 de septiembre de 1941
Serra Nogué, Josep;;;38;;;Vilablareix (Girona);;;-;;;Mauthausen - Alemania  - campo nazi;;;8 de mayo de 1944
Serradell Santanera, Luís;;;37;;;Vic (Barcelona);;;-;;;Gusen;;;19 de noviembre de 1941
Serrano Aparicio, Sebastián;;;49;;;Ojos Negros (Teruel);;;-;;;Gusen;;;31 de enero de 1941
Serrano Bruno, Juan;;;29;;;Mengíbar (Jaén);;;-;;;Gusen;;;3 de enero de 1942
Serrano Castaño, Antonio;;;0;;;Torrijos (Toledo);;;-;;;Gusen (Austria);;;24 de febrero de 1942
Serrano Giménez, Emilio;;;35;;;Ágreda (Soria);;;-;;;Buchenwald - Dachau (Alemania) ? desaparecido;;;00
Serrano Giménez, Manuel;;;28;;;Santomera (Murcia);;;-;;;Gusen (campo exterminio) Austria;;;2 de febrero de 1942
Serrano Gregorio, Marcelino;;;27;;;Almodóvar del Campo (Ciudad Real);;;-;;;Gusen;;;8 de noviembre de 1941
Serrano Hidalgo, Antonio;;;33;;;Peñaflor (Sevilla);;;-;;;Hartheim (campo exterminio nazi) Austria;;;19 de septiembre de 1941
Serrano Hidalgo, Julio;;;27;;;Peñaflor (Sevilla);;;-;;;Gusen;;;25 de diciembre de 1941
Serrano López, Luis;;;28;;;Madrid;;;-;;;Gusen;;;30 de diciembre de 1941
Serrano lópez, Miguel;;;27;;;Ablanque (Guadalajara);;;-;;;Gusen;;;17 de diciembre de 1941
Serrano Martínez, Damián;;;34;;;Albacete;;;-;;;Gusen (Austria);;;23 de enero de 1942
Serrano Maya, Anapodisto;;;25;;;Villahermosa (Ciudad Real);;;-;;;Gusen;;;7 de julio de 1941
Serrano Navarro, Antonio;;;29;;;Chinchilla de Montearagón (Albacete);;;-;;;Hartheim;;;29 de septiembre de 1941
Serrano Palacios, Antonio;;;38;;;Sástago (Zaragoza);;;-;;;Gusen;;;1 de diciembre de 1941
Serrano Ramón, Isidoro;;;36;;;Arnes (Tarragona);;;-;;;Gusen;;;8 de diciembre de 1941
Serrano Rebelles, Bernardo;;;27;;;Chimeneas (Granada);;;-;;;Mauthausen;;;5 de mayo de 1945
Serrano Serrano, Pastor;;;25;;;Espejo (Córdoba);;;-;;;Gusen;;;18 de noviembre de 1942
Serrano Villa, Luis;;;38;;;Porcuna (Jaén);;;-;;;Watenstedt-Salzgitter;;;8 de enero de 1945
Serrarols Pons, Juan;;;31;;;Manresa (Barcelona);;;-;;;Gusen;;;18 de mayo de 1941
